sentence,label
Ye jhut hai.,0
"whenever they show virat kohli , i shout, ""dude! i hate you!!""...#indvspak #pakistan",0
"rt @i_m_manu: #indvspak 700 liters free petrol for pakistani players, if they lose: kejriwal :p",1
Bhai jaan kuch kami si lag rahi h... Pata nai kyun.....,0
my miami heat are going to demolish the new york knicks tomorrow . i am from new york . but sorry knicks ! !,2
"ye sab tune relation mein aane se pehle kyu nai socha jo ab soch raha hai uski life kharab karne ke baad , tum jaise insaan ki soch kabhi nahi badal sakti . .",0
Okies ..,0
real master mind hai yaar,2
well ab bjp supporters ko anna bhi nahi bhate . kuchh to sharam karo . this is why i support aap :) :),2
aap ki mujhey ek hebbit bohot acchi lagti h dusro ki madat karna .........like you,2
kyoki kejri banaras walo ka chanda lekar bhaga hai .,0
Nice bhaiYOU ARE THE BEST BEST BEST BEST BEST BEST BEST BEST BEST,2
"can you get more canadian than @someUSER 25th anniversary tour across canada in frigid january and february , including a stop in iqaluit ?",1
this made my day - what a start to the week ! the above statement is as good as any sir ravinder jadeja joke !,2
sir kiya huwa hai aap ko kuch to bolo ek baar call koro na bhai jaan 918399840411,1
abe aap wale har time kami mat nikal a karo,0
Jo tum bolte ho tum wo karte nahi ho,0
iss bar nehi jeet sakenge paki bat hai,0
jaise jaise wicket jayenge waise waise rohit sharma dukhi hoga #indvsuae,0
the boys: http/URL calvin watkins explains why sunday night games are bad luck for the cowboys and . . . http/URL,0
Bhai aap bimar ho kya????bolti bandh kyu haii??,1
watched #shamitabh @dhanushkraja u gave an astonishing performance in shamitabh keep on giving us this level of performances,2
Pta h tum hi ho ??,0
Mein toh 8 baje tak ghar se nikalunga,1
confessor tum sangharsh karo . . . mai to engineering kar hi raha hun ! !,1
"right guys , last competition of the night . . . like this status for a chance to win a copy of judas priest's 30th . . . http/URL",2
"will we get to see the helicopter shot next match, dhoni bhai?! #askcaptain @icc #indvsuae",1
"@mayankktalwar @thech0sen1n padh lo mere ""secular"" bhaijaan...islam me bhi gau hatya mana hai #beefban http://t.co/fmf4usmdin",0
Lekin wohi hai,1
hehheh . . tank wars best tha . . nahi bhaai ? ?,2
"#new #shit 10 things to know for friday: the u . s . postal service , on the brink of default on a second . . . http/URL #new #swag",0
Mila ? ?,1
Ladkiyo,1
kia h0A sal00 bai.....?,1
kaisi ladkiyan hain is school mein . . . i crossed 3rd level of 8th stage in mario when i was 8 ! !,1
Iska jawab agar aap usse hi puchoge to better rahega ..,1
ek dum sahi hai . . . hahahahaha . . awesome . . . bhai hadditodu pehalwaan . . baba tindeshaah . . in sab pe bhi kuch banao . . bahot din hue . . in pe kuch aaya nahi . .,1
Bhai me aap ke film ka intajar kar raha hu,1
teri puppy ke chakr mein 2 kam ho gye >:o,0
"waah , kya attention to detail ! cycle tyre ke fork par balloons and wide ball marker ke liye tuti hui eet ! wah !",2
tomorrow is going to be an easy day . just show my bib cards for eng which will be like 25 mins since i'm last then get my test back in math,2
india ko world cup jitana h to guddu ko tv se chipka k rakkho :p,1
Ill tell at 8,1
pandey ji kamal kardiya apne aap 4.00pm ko batkarne wale thay apk 4.00 bajege bhi ya nahi,2
kab tak contra k 2nd stage mei phasa rhega . . . best 1 ! ! ! ! !,0
"#181 : my roomie talks in his sleep and doesn't know about it , but the rest of the wing have all heard him . none of us have told him yet .",0
"i can not change yesterday . i can only make the most to day , and look with hope toward tomorrow . (anonymous)",0
Japanese lens best,2
Luvvv u luvvv u luvvv u,2
maine toh mombatti jala ke bhi hw kiya tha :p,2
@anilkapur_ agar #modi poison ko ban kar dein to shayad ye log virodh mein poison bhi kha lein...@tusharg @tinasharmat @deshobhaa #beefban,0
"Tu to nsui ka hi pilura se , yo te manne bera tha",0
o bhai toilet to reh hi gya . . . . . :p,1
wide wali eent to sirf deekhane ke liye hoti thi . .,0
varitek eager to learn on the job: newly appointed red sox special assistant jason varitek on friday reflected o . . . http/URL,2
"Khan bole tho salman khan, dil tadap ra bhaijaan ke liye",2
Sbka nhi maloom meri hr dua aapke liye h,2
l ki power se ghatiya power koi nahi hoti . . . :-d,0
fir bye kyo,1
6- modi ji ne india ko global level ka desh bana diya hai,2
totaly agree with akansha . . . . . just go to her take her ina place whr u can talk her freely . . . . . just knee down and say sorry with ur loving expression just mind one thing whn u say sorry so u should express all the love you do to her in ur face okk . . (y),2
Muje abi Ni pata,0
bhaiyoon . . . . mujhe 2 abhi bhi aadat lagi hui hai . . . . mummy se paise mangne ke maze hi alag hain . . . love u ma,2
@someUSER @someUSER @someUSER monday is the tournament . weight class negros . #whoboutit,1
saare teacher kuch zyaada hi masti karte hain . . . . :-p,0
4 bj gye bhai.... aa jao ab,1
ladka gaming mai khoya hua hai . . . . ;),2
@hdfclife @imvkohli bahut hi zabardast shot !! virat kohli chaa gaaye #myteammypride #indvsuae #cwc2015,2
Are ma'am.. Bv ayegi to time share karna padega .. Mammi k sath kam rehna padega..,1
Prabhansu/eng sirg ka phng h,1
#128 to the distressed soul in #96 ... don't ever let your girl talk to another guy about her problems ... A shoulder to cry on becomes a dick to ride on .,0
@someUSER @someUSER and @someUSER all on the jonathan ross show tonight = terrif sat night in ! well done @someUSER #toofunny,2
"help me smart peeps: i need to get from the city to alsip , back to the city on a friday night . cheapest way to go ? (it's for a wedding)",1
aaj toh #prabhu ki leela ka din hai bus ghazane se raipur ke liye bhi kuch acha nikal jaye @raipurcity #railbudget2015 #raipurkidiva #rjdiva,2
???,1
lucknow mein sahi mein jain book depot hi jaata hai :d :d,1
Bajrangi bhaijaan sab record todegi salman bhai jiii,2
bhai sidha mere dil pe waar kiya hai . rula diya . koi mera bhi admission kara do . sirf ek hi to kaam dhang se ata hai .,0
Bhaijaan I'm eagerly waiting,1
7 mnt or,1
"golf capsules: nick watney missed a chance for a 59 on sunday in his cimb classic victory , closing with a course . . . http/URL",0
Main ne tu kbi in romurs py yakeen kiya hi ni tha Bhai jaan,2
@someUSER if you are the same age as mick jagger than may i say you,1
hmse kya puch rhi h .. reason to tjhe b pata h tharkan -P,1
@micromax_mobile 75% dot balls .. that itself is awesomesque already :d #micromaxchalechalo #indvspak,2
Bhaijaan kaha he aap?,1
jaadugar ka jaadu . . . hatho ka kamaal h . . :p,2
this was sooo trueee :p mere zindagi ki kahaani .,2
Hanji paji tiaar aa jooba,1
kamina bachcha,0
Khana my LA pls yar .. Main akela Ni kha sakta .. Samjha kar .. Tera concern Hi more dn enuf h mre lye .. Tu chil Mar k padh le ..,0
"aesi hota h :d real story :p bach gae betta , mai to mast ek chata to maarti hi ;) coz grls majority :d",2
new delhi seat se hi banega,1
aur tata wala namak aur tea bechta hai .. infosys ek cyber cafe hai ..,1
uski shadi ho rhi h,1
Isme nahi khul rha yaar,0
can you offer stability only ? where is your manifesto modi ji . janta maaf nhi karegi,0
hahaaaa police wali ki ladki ko ptane chala ta beta sasural kaisa laga,1
i totaly agree with the post .. teachers hv no right to spoil students carrer now ..,1
jb pehle hi pta hai ki ye tingu lofer hai . . :d,0
Apni knowledge apney paas rakh .. Ab plz yr pkaa mt .. soney de ... o ..,1
mere sath ulta hota tha mummy mana karti thi paise dene k liye and papa chupchap se de diya karte the,0
"zulu is the 26th largest mother tongue of christians (10 . 4 million) , representing 0 . 5% of all christians .",1
just cus it's friday here are 62 reasons why bill murray is awesome http/URL,2
If this is little awkward ... thn wht wil b more ....... -o,1
4 baj gaye bhaijan bhaijan ji :-* <3,1
great #tetra in india event in mumbai . next event tuesday in jakarta . see you there ? http/URL,2
jab pk movie chali toh ramdev aur swamy ki jali #indiastandswithpk,0
"on november 16 ; me , my mom , and my sister are going to see "" breaking dawn: part 2 "" #judgeus",1
dear #bjp ab toh band kardo #chai_pe_kharcha :p #delhidecides #aapsweep #kejriwa_ve,0
Modi jigood preiminister hia,2
arbind kejriwal vs bjp . what a great man puri bjp aur congress mil kr harane mein lgi hai iss one man army ko,2
Sallu miya ek bar reply dai daina apnai hand sai.,1
mai nahi janana chahata sorry,0
delhi mein village ?,1
modi g hum aap ko bahumat de aap hame sirf bhasad de ye delhi m nhi chalega abki bar kejriwal,0
tum q kar rahe ho aisa phone tak nahi karte kya hai ye,1
ab chipak ke fayada nahi ye to dho dala humko,0
apka koi v yojna-Plan sahi Trah se upyog nahi ho paya h.....,0
hum logo ne lagbhag sab party ko vote kiya phir bhi desh me samasya h .,1
"if india finish the target within 10overs, it will be the healthy run rate for it in the points table #indvsuae #cwc15",2
Milna to ek bar yaad rkhna bar bar,2
#indians missing #sehwag ??? and his first ball four #indvssa,1
"interview at kfc tomorrow , how the fuck i'm going to understand a single work said idek , i hardly understood the interview set up",0
lightweight might go to the royal rumble in phoenix in january,1
it must be thursday everyday cuz niggas is thirsty all the time,1
Bahi ap se 1 sawal,1
Tanch,2
"hey salman bhai , agar aap actor na hote to kya hote?",1
tere hath bot garm h . . remember . . ?,1
Idar hi hun bahi,2
i wanna go to chapel hill tomorrow night but its going to be so cold . i'll just go to work instead !,1
Kitiya,1
unless you got a throw back thursday picture with michael jackson i don't give a fuck about your faggot ass picture,0
@someUSER aye mah dude did you tell alondraa abouut going to the bell game tomorrow ?,1
@kessheth faku spotted... yeh delhi hai boss.. sab jaanti hai #pressjhaadubutton #vote4mufflerman,1
very nice so,2
AaP nahi aaoge,0
asalam o alekum salman bhai kse hn ap ap bht ache hn,2
bda ashleel hai te launda . . :p . . kachua sir ne 2 emotional kr dia . . :p,0
Koi frnshp kre ga?,1
anna ji please gala baat mutual kariye . aap bhi apne image kharab kar rahe ho,0
i wish aisa school sach mein hota . . . masters ki degree milti,2
"when i die , the last thing i want to see is the six that dhoni hit in the 2011 world cup final .",2
one more day of work before rugby filled weekend . hurry up saturday ! #esherrugby #refereeing #excited,2
Ya tumare liye bhi important nhi hoon,1
ye sala aabmi hai ya transister .,0
Raksha Shinde SALMAN insha Allah zaror help karenge...,1
too good . . . . . all grls failed . . . . lol . . . . mario ko kudane k liye remote ko hi yahan wahan to bahut kiya hoga . . . . . . . bus b dabana bhool gayi hongi :p,0
Hihihi sab ko ullu bana raha he salman,0
rofl . . filled finger . . wese iss fluent english ka bukhaar har parents ko ek baar zarur chadhta h or bht cute b lagta h .,2
"i have one spare vip meal ticket to qpr v reading at noon on sunday needing an owner . 3 course meal , wine , fancy seat etc . . anyone fancy it ?",1
ak - 1 hidden issue which is open secret . . will runaway if any of the issue not delivered (rite now does not have timeframe) & blame on somebody to become yugpurush of the galaxy . . .,1
"yaar aj kal yaha ho kya rha h .... confession to dikhati hi nhi h yaha par , kaha mar gaye sab",1
Main theek hu bhai ??,1
Bhaiya plz ek bar mujhse bat kar lijiye main bachpan apki fan hu aur apko apna bada bhai manti ht,2
@seematripathi6 delhi ki janta nahin kuch dalal media aur news traders aap ke sath hain..,0
nd ki kunjiyaan b helpful hoti thi :p,2
@timesnow #feb10witharnab #aapstorm raghav teri chaddi to abhi utregi..jo bola hey karo,0
okk bhai jaan...:),1
ye aajadi wali to iske liye chhod do .,1
@someUSER i don't see c . edwards doing anything but racing hard on thurs in duels on @someUSER i'm sure he will be smart though !,2
Sir it's 4.o6pm,1
best part of everyone life . . . . mom always cares . . . .,2
Bhai kitne baje,1
Agaya ghra pe,0
Salman bhai plz muj se baat kre plz plz plz,1
rockets have 15 assists in the 1st half . lin and harden each have five dimes .,2
one ticket left for the @someUSER game tomorrow ! don't miss the rematch of the nfc championship game against the ny giants ! hit me up !,2
johnson makes return for tri-series final v/s england .,1
Zomato type ekdum,1
@someUSER @someUSER you guys rocked tonight ! ! ! see you in kentucky on saturday !,2
4 pm toh ho gaya abhi taak...........! :(,1
modi ji roj hajaro gaaye kat rhi he uanka kuc kro jo bi suvar gaayo ko katata he un ko fasi do ya haat per kat kr corahe pr fek do salo ko,0
#msgincinemas #lovetoseemsg13feb ye chnd sa roshan chehra julfo ka rang sunhra ye jhil c gehri ankhe koi raz h inme ghra tarif kru kya oski.,1
we have a member who needs a ride to the doctor in indianapolis early monday morning . could you be the answer to . . . http/URL,2
n vow is likely to return from a midsummer break in the prix de royallieu at longchamp on saturday . : trainer wil . . . http/URL,1
apka big fan me bangladesh me plz cal met u +8801719447771 plz cal sallu bhai met u fan,2
and then on tuesday &amp; wednesday its champions league match day 4 i think ? ? or it might be 5 . . im not sure wooooo hooooo,2
rondo should be glad the all-star game isn't hosted in dc with those galaxy foams on .,2
bt . . . iske maximum games boor hote the,2
Beingsalmankhan................. Kaa haa ho yrr...... Aaiieytoh sahi :),1
"wrd cp ka sapna dekh ri h , india .",2
:( :-\ purane din yaad aa gaye . . :'(,0
Aise mat karo yaar...plzzz,1
mere paas wo no repeat wali thi,1
WhatsApp par,1
wow my last rt . it's only been 4 years since verm's arrival . he's now captain and will make his 100th start for afc on sat . time flies .,2
jo jaisa dusro k sath krta h uske sath aisa hi hota h . . he cheated dada . . .,0
agar ayesi he baat hai toh peechley 15 saalo se bjp waaley congress ke khilaf apna 'prattyashi' kyu khara kartey thein delhi vidhansabha election mein . . . ?,1
bhai this is literally awesome . . hats off ! !,2
ise koi mudda to mila ni . kyunki govt is doing good work even . p m has given good response . so anna has no more issues .,2
Han Han yaad h,1
"@gurmeetramrahim #msgincinemas .papaji happiiiiiiiiiii ""true love day"" http://t.co/gavaxkvaxx",1
"@someUSER yea i say , mid january for a new single . right in time for the superbowl&amp; video at the end of january leading into superbowl",1
gotta have me a boyfriend by december that way he'll be good &amp; mended by time valentine's day get here ! lol ! i need all that ! ! !,2
Those guys who are cracking jokes on confessor are simply sick ! This guy confessed his feeling just to remove weight from his heart & get some help & u making fun of him ?? If u cant help him instead of mocking then plz die .,1
rt @passiminakshi: dil kyu ye mera shor kre idhr nhi udhr nhi tri aur chle :-) #msg3successfulweeks,1
Salman ji kya aap bhi eid mubark manate hai please bataye ga please,1
rest in peace sir,1
Whichg oneg ?,1
jabi kahu ye dhoni itna slow kyo khelta hai ab . . . saari mehant to vha lga di . . .,0
very very impressed with #railbudget2015 @sureshpprabhu rocks,2
I laik you sallu bhai jaan,2
aa gaya is anna ka ghinona chehra samne . . highlight hona chahta he ye . kejri iske aandolan ki hi pedaish he . #dramaparty,0
Abe kha saitan ke cakkr me pade ho,0
pakistan ki huyi fir se haar. ab ki baar kejriwaal ! #indvspak #oksorry :p,0
Missing family.badly,0
Main agaya ghaziabadi BTW .,1
Very very niece tailor,2
Hee,2
@someUSER well shit ! i hope your back for the morning show . i need you on my drive to cupertino on monday ! have fun !,2
guddu bhai vo jo 26 january ko laddu miltey they uska kuch banao kabhi . . . vo telwaley moti bundi ke laddu . . . taste ab tak nahi bhoolta :)),2
jis kisi ka naam rahul aur surname gandhi hain woh yeh na samjhe k tumhe troll kiya jaa raha hain. #rahulonleave #rahulgandhi,1
we're excited for trunk or treat tomorrow (nov 2) night at the boys and girls club in pottstown . it will start at . . . http/URL,2
@someUSER why do you think murray may leave ? no way a team drafts him before the 5th or 6th round !,0
@gurmeetramrahim papa ji ab ayga asli mja yeeee yippppiiii #msgincinemas,2
Supr salman bhaijan,2
Aapse baat karna chahta hu bhai .bahut badi problem mae hu.aapki help chahta hu,1
PDF wala usse b Jada bada hai,1
Me Delhi se hu aapke security gourd se kaha na usne milne diya or n aaptak msg pahuchaya plz meet me,1
#admin bro yeah #chut *** h kyu dimag laga rahe ho apna,0
rt @0514c4fcfc99457: @gurmeetramrahim #msgyouthicon if u want to ban something in punjab then plz ban on drugs and alcohol not on msg,1
films mei kab dikha ye ?,1
modi ji kath ki handi bar-bar nahi chadti ab tumhari asliyat samne aa gayi hai sirf sabse jyada raliyan karne se kuch nahi hota janta ke liye kaam bhi karne padte hain gujrat model ka naam le ke janta ko bebkuf banaya 9 mahino main aaj tak kon sa kaam kiya bjp ne ye to batao sirf states main election raliyan karne ke siwa ya videshon main ghumne ke siwa,0
4pm ho gye,1
friend yahan internet bahat slow ..... hai./..... sorry,0
tera boyfriend priest lagta hai ...... r tu btameez dil btameez dil mane na maane na ...... mera wala to lallu tha usko pata h nai laga p,0
#indvspak is just another game of cricket. may the best team win. don't loose cool after the match...let fans celebrate at will #cwc15,1
Na to mamla paind hojata,1
aabay india k sowar. cow ka peshab penay walay . pakistan aja. tujhe karachi ka peshab khane ly jaounga. roz 3 liter pelaounga. or khane hai tujhe cow ka gobar bhe khelaounga. maa ke choot tere or teray bhen l loray BAGWAN ki,0
match ke bahane uncle ji bhi sher ho gaye . . . . ! !,2
"yaar ye lovey dovey confession mat post kiya karo . mujhe bada dard hota hai , coz m single .",1
"#saphila +1500 people in the superbowl at sun city to "" discover "" how to help "" africa run like never before """,1
ek bar msg karo bhaijaan,1
Han bas woi,1
K mehu hero tera..... amzing song..,2
????mu pe jhand,1
@gurmeetramrahim #msgincinemas gud nytt papa g hppy valentine's day in advance :-*,1
Ho gye drshan,1
"sapno mein aisa school hotha tha , cricket aur wrestling ke bhi fantasy dekhthe the din mein . . wah wah . . kya din the . .",2
Ghar pahunchne ko ya dwarka ?,1
recap . i saw bad 25 on tuesday . the spike lee documentary on michael jackson . it was beyond amazing . &amp;&amp; it was only showing for 6 days .,2
aamir khan could've covered it by using new micromax canvas doodle phone in the new pk movie poster,1
Abe dadbe me ghusa raha kar,1
rt @biharitweeter: main aas paas tere.. meri akal.. tu hai ki nahiiii #rahulonleave #whereisrahul http://t.co/tv1acw6cty,0
Ek naya itihas banayega Modi ji ka karyekaal.,2
@someUSER twilight zone inning ? ground hog day inning . may go on 4ever . . . . just keeping hittin' him #rays !,2
Honda livo,0
aise jagah to ye einstein ko bhi fail kar de :p,0
when questioned about decisions made by the govt @rsprasad makes excuses instead of giving answers. #landacquisitionbill #fail,1
Is film me hindu logo ki baout inshirt kari ha salman ne bajarangi ki wat lagi raki ha Sam to sam PK,0
in paiso ke badle guddu ko bhaut kaam karne padenge ab ghar me =d ;) :p,1
gov . mitch daniels will announce his indiana supreme court pick at 10 a . m . will the 3rd time be the charm for a female member of the panel ?,1
tuje sab he pata garbage bin,2
kya bhai kab aarhe ho,1
aisa ek common frd sabhi k pas hota h,2
bahiya .... IQ ki full form kya hoti hai pahle ye tho batao ......,1
those days . . . mario ki battakh pe uchal uchal ke khub life bnai mene,2
multi telanted wah,2
GREAT SALMAN BAI,2
Tu Kitna bhi krle Salman teri bajrangi bhaijaan flop ho ker rahegi insaallah,0
Bata de yaar frankly ? Karega .. Mai toh tum logon ko isliye puch rha hun kyunki easily paise aayenge bina kuch jyada mehnat kiye,2
To pooch liya ??,1
i am going to the seminar richie hawtin (official page) is hosting at concordia this monday . first time going to . . . http/URL,2
Ahaaan,1
Kese ho bhaijan.....,1
Are wah yar ..,1
Kaise ho ap mam?,2
jo khud ek mazaak ban kar rah gaya ho wo dusaron ka kya mazaak udaayega . . . . agar aisa kiya hai to 1 number ka gadha hai .,0
"Are phle to leta k h kn l9 pe , aivi bakne lga",1
"Sir i love u. MAIN aapka bhot bada faan hun,sir. Aap jo T-shart pehnte ho mujhe dedo Sir. Main HARYANA se hun Sir ji.my No. Sir 9991865726",2
sat waiting for the bus trying to beat my high score on temple run #justbecause,2
Han g bhai,2
#aapsweep #aapstorm it was a 3 hrs (8 to 11am) horror film for bjp &amp; congress and it was a 3 hrs thriller film for whole country.,0
bhagoda hai sala,0
shout out to all the girls who will be taking the walk of shame into cvs tomorrow to by a plan b #dressinglikeaslutcomeswithaprice,1
Mobile se ?,1
"q98 presents: dethklok with machine head , all that remains , and black dahlia murder ! tuesday , november 13th at . . . http/URL",1
#beefban maharshtra main.... daru bandhi gujarat main..... peene se gujarati ruke nahi to khane se maharashtrian kaise rukenge.?,0
"rt @amaanthinks: maharashtrian vegetarians, get ready for high vegetable prices #beefban",1
bhai eid ka gift nhi doge,1
lol . . . . wah re wah mere garbage bin :d ;) . . .,2
match wale din bhi office aana pada but koi na boss se chhupte chhupate online live streaming chalu hai . . . . . . go india go .,2
Both r dependent on luck ... and dono mein baazi kb palat jati hai pta hi ni chalta .... hawa ni lgta kb insan raja se rank bn jata he ... and vice versa ..,1
a man wid golden words,2
#msgthefilm is a #blockbustermsg coz it is rocking ovr the hearts of ppl..the message it is spreading is priceless,2
pyramid on its head !!! in reactions to #unionbudget2015 ;) hahahahaha,2
niggas be on the lakers dick . . . we still gon finish damn near first seed . . . while yo team be struggling for the 8th spot,0
awesome :))),2
should i have an engagement party ? any who . . san francisco this weekend then . . . i officially move to colorado on the 13th .,1
me to batminton khelne chli jti ti ese :v,1
Sexy,2
india pak cricket match - jeete to hina rabbani hamari.. haare to mayavati tumhari.. #indvspak #indiavspakistan #bleedblue,1
Supar hai boss,2
aab koi sa bhi aaya na pathake le ke uski hum kehe ke lenge . . . :p,2
raj thackeray takes dig at #modi -shah duo over #aapstorm bringing down bjp! http://t.co/7ga0izktro,1
anna hero hai aap,2
<b> BHAAI BACCHO KA DIL DUKHARE HO AAP AATE Q NAHI,0
Tumhare kya haal ??,0
vapis kub jayoge,1
Projects evaluations juniors ki answer scripts correction,1
i just bought two tickets for the sacramento kings season opener on monday ! hyped .,1
main 20 saal ka ho gaya ek bhi girlfriend nahi aur tune 4th me hi bana li kamine .,0
is really me hajaro log other states k hain surely,1
kya gag bnate ho bhai . . . ek bar kya . . har bar aankho me aasu aa jate he :d,2
#mustwatchmsg #blockbustermsg wonderful full of enjoy,2
pehle ek baat batao doston salman ne twitter par ya fb par aane ko bola???,1
kendriya vidyalaya ke lagte ho . . :p,1
1 no bhau,2
http/URL i just voted for 1st lady to be on coast 2 coast mixtape 224 hosted by kendrick lamar ! @someUSER,1
"1316 . . #male Friends ye bhudhe log bhi kitne kamine hote hai na saala kal ki hi baat hai mai metro me jarha tha , Rajeev chowk pe ek bhudhe uncle chade jo bht lean the n khada bhi ni hoya jarha tha unse unhe dkh ke mere emotions jaag gye n maine unhe apni seat offer kr di vo bht khush hue or baith gye .... next station pe ek sweet si girl chadi n mere brabar me aake khadi hogyi saale bhudhe ne use apni seat offer kr di n khud khada hogya n dur se mujhe kaatilo vali smile deta rha ... saare log mereko dekh rahe the jaise maine kuch galat kam kr diya ho ... itna bura feel hua fr lga k chal chor yar ye kalyug hai yaha bhlayi ka zmaana nahi raha hai par fr bhi bht bura lga k shayd agr mai vo seat kisi or ko deta to vo shayd esa na krta ... felt a guilt dn knw why ... '( . . #Hansraj",0
chips wale ko kisi baat se farak ni pada,2
Muje laga mun attend karna tha Delhi me ..,1
sir m aapka chuta sa fan hu par kuch bhe kar sakta hu,2
sala . . . zilla top krte hum aise school me . . . lekin us time bhi aisi kalpna nhi kr paaye . . . kaise sochte ho ye sab . . . :d,2
Modi ser desh me kharab ho rha anaaaj ???? ???? iske bare me kya soch rhe hy aap,1
#aapsweep the only person who take #swachhbharatabhiyan seriously is #arvindkejriwal #cleandelhi...,2
"mai to itne games me b bas ninja turtles , street fighter , car race and mario khel kar khush tha baki games par dhyan dene ka tym kiske pas tha :-d",2
@someUSER those who justified mumbai police's incompetency for aug 11 are the same ones who supported delhi police's action at ramlila . . . ! !,1
"@someUSER i admire you with all my heart , lauren . may the god , that watches over the rest of the world , bless you and keep you x",2
maine kya galti ki hai mujhe kis bat ki sja de rahe ho tum,0
Rajiiv chowk par,1
Kamal ki movie hai kasam se dhum macheg dhum..Salman sir....i love you.<3,2
Apke niti se ane wale salo me bharat sabse age hoga... Or apki widesh niti bahot hi badhiya h...,2
i think my mom might buy me the box set bc i've been bugging her about msg and i told her i'd give her $30 if she got it before november 14,1
haven't watched ttoa with eng sub yet . gotta sleep now . gonna watch it tomorrow . (~o~)zz gud nite tlist .,1
Akib Jawad TU SULTAN KO FLOP KARAYEGA TU ABE JA CHUTIYA JA TU YHA SE NHI TO THOK DUNGA,0
are pagl to nhi ho gya h re tu kejriwaaaaal . . . ? ? main mudde se bhtk gya yr . . . .,0
suna hai pk movie anti hindu hai. yar kabhi anti islam movie bhi bana dia karo. islam ke naam par sabki nani mar jati hai.,0
3 . sabhi mantriyo ko unke yogyata aur imadari ke aadhar par mantri banaya,2
delhi university confessions ki jagah miranda house confessions rakh yaar tu is page ka naam ...,2
meri mom bhi mujhe aise hi pack karke bhejti thi and ajj bhi silsila jari hai,1
#twitition mcfly come back to argentina but this time we want to come to mar del plata ! ! ! http/URL,2
Sir kisko rply mat dena,1
"@arvindkejriwal aap jaisa koi mere karnataka me aaye, tho baath ban jaye!!!! #aapsweep #aapstorm",1
Mehak ho GUCCI jaise,2
ye tera 1 din ka love hai baad me tu bhi uske liye uski sandal ke equal ho jayega usse pyar kar jo tujhe pyaar kare naa ki usse jo tujhe 400 miles ka suffer karvaye :-p,1
Sakshee SharmaSharma ... kuttiya saali .... still 3yrs more 4me ... huhhh,0
my father still drives one . . . it's his favourite . . . and he has maintained it over a period of time . . . sach yar purani yaadein tazaa kar di . . meri sister mummy ki godh me and mai aage and that used to be fun . . kaash laut ayein beete din . .,2
school me 2 laddu milte they :d,1
delhi walo ager bjp ko vete diye to kuchh bikas ni ho sakta hoga to only man ki bat ya chay pe charcha aur kuchh ni milne wala,0
new die hard movie coming out feb 14 . . looks like bruce willis is going to be my valentines date:o),2
kachua sir k tanda dekh k to ache acho ki acting nikal jaye fir guddu kya hai . . :p,1
"Aapko hamari b umar lag jaye, itne bade fan hi ham",2
"rt @ssinsan777: @gurmeetramrahim har ek se achchi baat karna fitrat hai hamari, har ek khush rahe ye hasrat hai hamari, #msg3successfulweeks",2
dear garbage bin (faisal aka guddu) visited ur stall today at book fair ! ! merchandise is quite good . . . . grabbed two tees from those ! ! ! luving it . . . :p :d,2
Salman vai aap sadhi krlo plzzz...,1
Salman Bhai esi post ka intezaar tha thank u bhai shukriya Maherbani.,2
You know the situation of Indian economy is bad when Sonia Gandhi has to go to a local hospital .,1
yaar confess karte ho ya torture . . . itna bada bada confession,1
bc dusre section ki monitor itna ganda face banati thi jese chalk nhi uska hath maang liya ho,0
"looking forward to going to carrow rd tonight . last time we were there , bale scored 2 and we were 3rd . do not want extra time though",2
nicesssssss ........... kise jamane mai bandariya hogi . tabhe she knows very well,0
"#msgincinemas where r those liberals who stand up for freedom of expression? a few gps against #msgthefilm can stop from its screening.""",1
mere cmnt pe na koi like krta na rply aisa kyu :(,0
ek dum sahi,2
le kr aa jaiyu,1
aur ye gaya guddu ka bapu boundry k paar . . .,0
"grassroot level change hona chahiye...thik thak budget to hai..speech was gud,bt practical implimentation is imp. #railbudget2015",2
Are aaunga,1
"can't believe @someUSER is only 2 days older than me ! can't wait to see him again tomorrow with @someUSER at fort canning , singapore ! !",2
Hm??,1
Ok salman bha!!!!,1
"when i teach a basketball in my own school , we're gonna spend the 1st day watching larry bird videos , &amp; the rest will take care of itself .",1
@someUSER ima ask for the day off ! im not gonna miss watching breaking dawn for our 10th month anniversary ! (:,2
"@pritishnandy @chinmaykrvd #beefban sir, thatways lot of people r employed in trafficking of woman also, but its not right.",0
kis country ka he or iska nam kya he ?,1
"Aatma aur mun ki pavitrata ki jhalak hai is beti ki aawaz mei, khush raho beti.",2
loksabha chunav ke time mamta banerjee ki delhi wali sabha me bheed nhi juti to beemari ka bahana bana liya tha . ye hain anna,0
"pakistan mein kal #pk movie ka release hona boht mushkil hai, kuch log dekhne jarahe hain, agar release hogai,... http://t.co/egebazwnmn",0
jisne 60 saal me desh ki garibo ka dukh door nhi kiya uske hee chmche pm se kuchh din me din me desh ki sari samsyaa hal karne k liye kos rhe hai,2
bhai kha ho?,1
chipke to the sab log but we #lost #game:-(,0
rt @aashish81us: desh virodhi log modi sarkar k #landacquisitionbill ka virodh karwa rahe hai http://t.co/8vxpoypghc,0
"the question is not #whereisrahul, nor is it is #rahulonleave? the question is how did modi know a day in advance? https://t.co/iwoh5r0zmg",1
Notg allowedg tog celebrateg ?,0
now y'all know all that halloween candy is gonna be on clearance tomorrow . . . you can save it for valentine's day :),2
